time,seconds_elapsed,z,y,x
1669498384336554200,0.02155419921875,0.0003580551128834486,0.0056996895000338554,-0.0022047501988708973
1669498384346486000,0.031486083984375,-0.0013833807315677404,-0.012247547507286072,-0.010060830973088741
1669498384356418000,0.04141796875,0.00092131900601089,0.010693986900150776,-0.0022375290282070637
1669498384366350000,0.05135009765625,0.00021598627790808678,0.011908887885510921,-0.004687388427555561
1669498384376282000,0.0612822265625,-0.0016487590037286282,-0.006326841190457344,-0.014414584264159203
1669498384386214100,0.071214111328125,-0.0008865741547197104,0.0023961388505995274,-0.002913154661655426
1669498384396146200,0.081146240234375,0.00043408735655248165,0.006583692971616983,-0.006277792155742645
1669498384406078200,0.091078125,0.0013235174119472504,0.0022961555514484644,-0.003477084683254361
1669498384416010200,0.10101025390625,0.0008193810936063528,0.0033949760254472494,-0.013306545093655586
1669498384425942300,0.1109423828125,0.0021377147641032934,-0.003436845727264881,-0.007832827046513557
1669498384435874300,0.120874267578125,0.0016620741225779057,-0.006902417168021202,-0.0015696045011281967
1669498384445806300,0.130806396484375,-0.0008875075727701187,-0.011317110620439053,0.004827060271054506
1669498384455738400,0.14073828125,-0.001041437964886427,-0.011342677287757397,0.005958637688308954
1669498384465670100,0.150670166015625,-0.0008279865141957998,-0.005464321002364159,-0.0009416020475327969
1669498384475602200,0.160602294921875,-0.0008785866666585207,-0.002382510807365179,0.0014296765439212322
1669498384485534200,0.1705341796875,0.0017833795864135027,-0.00020666932687163353,0.004291764926165342
1669498384495466200,0.18046630859375,-0.0013554221950471401,0.0018072128295898438,-0.0007535936310887337
1669498384505399300,0.1903994140625,0.0017273863777518272,-0.0014572776854038239,-0.0010735630057752132
1669498384515331300,0.200331298828125,0.0002392120659351349,-0.0036258897744119167,-0.00058700330555439
1669498384525263400,0.210263427734375,0.0030708962585777044,0.0011439253576099873,0.0025308504700660706
1669498384535195100,0.220195068359375,0.0014812553999945521,0.0007359292358160019,0.005065646953880787
1669498384545127200,0.230127197265625,-0.0001324878539890051,0.0013092078734189272,0.0019236528314650059
1669498384555059200,0.24005908203125,-0.0004661818966269493,-0.004775582812726498,0.003128200303763151
1669498384564991200,0.2499912109375,-0.002305823378264904,0.0003565778024494648,0.00329423975199461
1669498384574923300,0.25992333984375,0.000092353206127882,0.001633297186344862,-0.0015979870222508907
1669498384584855000,0.26985498046875,-0.0002846871502697468,0.00007499894127249718,-0.0010303216986358166
1669498384594787000,0.279787109375,0.00002184254117310047,0.003516335738822818,-0.001150430180132389
1669498384604719000,0.289718994140625,0.0009775955695658922,-0.00009176856838166714,-0.003299494506791234
1669498384614651100,0.299651123046875,-0.000835484592244029,0.003425468225032091,-0.0027700583450496197
1669498384624583200,0.309583251953125,-0.0007825063075870275,0.0025680502876639366,-0.00393032468855381
1669498384634515200,0.31951513671875,0.001100881490856409,-0.0021566639188677073,0.000028464477509260178
1669498384644447000,0.329447021484375,0.0002528743352741003,-0.0003351625055074692,-0.002534464467316866
1669498384654379000,0.33937890625,-0.0021698034834116697,-0.0033922051079571247,0.0017407084815204144
1669498384664311300,0.349311279296875,-0.00011304579675197601,-0.0032200361602008343,-0.001447346992790699
1669498384674243300,0.359243408203125,-0.0007362253963947296,0.005825656466186047,-0.010130317881703377
1669498384684175400,0.36917529296875,-0.0029036274645477533,0.004909901414066553,-0.01019772794097662
1669498384694107400,0.379107421875,0.000875398050993681,-0.013862455263733864,-0.0015240791253745556
1669498384704039200,0.3890390625,-0.0020356308668851852,-0.007791796699166298,-0.0038909721188247204
1669498384713971200,0.39897119140625,-0.0006060460582375526,0.005275002680718899,-0.0077682682313025
1669498384723903200,0.4089033203125,-0.0010723755694925785,0.0013717350084334612,-0.0018504150211811066
1669498384733835300,0.418835205078125,-0.0000902016181498766,-0.00377162778750062,0.002443132922053337
1669498384743767300,0.428767333984375,-0.0010087834671139717,0.0028180547524243593,-0.0020596333779394627
1669498384753699300,0.43869921875,-0.002555813640356064,0.002142410958185792,-0.004039427265524864
1669498384763631000,0.448631103515625,-0.0030911171343177557,-0.002429853193461895,-0.0018039257265627384
1669498384773563100,0.458563232421875,0.0007480960339307785,-0.004347861744463444,0.002366851083934307
1669498384783495200,0.4684951171875,0.0003881084267050028,-0.0013899628538638353,0.0012196768075227737
1669498384793427200,0.47842724609375,-0.0014313634019345045,0.00389135186560452,0.0018460527062416077
1669498384803359200,0.488359130859375,0.0015082390746101737,0.00024801958352327347,0.0024662879295647144
1669498384813291300,0.498291259765625,-0.0000600963830947876,0.0003153975121676922,0.0011530839838087559
1669498384823223000,0.50822314453125,0.0009771338663995266,-0.000611242139711976,0.0019114422611892223
1669498384833155000,0.518155029296875,-0.0019595336634665728,-0.0005324126686900854,-0.00034079281613230705
1669498384843087000,0.528087158203125,-0.0013203076086938381,-0.0014476904179900885,-0.000870097428560257
1669498384853019100,0.53801904296875,-0.0025064791552722454,0.00015127146616578102,-0.00017447955906391144
1669498384862951200,0.547951171875,0.002526436932384968,-0.0017953736241906881,-0.0007096664048731327
1669498384872883200,0.55788330078125,-0.0003377930261194706,-0.0002475443761795759,-0.0025528399273753166
1669498384882815200,0.567815185546875,0.0016050488920882344,-0.0021936031989753246,-0.0006067221984267235
1669498384892747300,0.577747314453125,0.0012279453221708536,0.00007967092096805573,-0.002559618093073368
1669498384902679300,0.58767919921875,-0.0021575940772891045,0.00035234028473496437,0.0006803949363529682
1669498384912611300,0.597611328125,-0.00009737280197441578,0.0020996402017772198,0.0018287496641278267
1669498384922543400,0.60754345703125,0.00036316411569714546,-0.00013750651851296425,0.0023522069677710533
1669498384932475100,0.61747509765625,-0.000855232123285532,-0.00005015474744141102,0.0016683079302310944
1669498384942407200,0.6274072265625,0.00042763235978782177,0.000698538962751627,-0.0024074167013168335
1669498384952339200,0.637339111328125,-0.0023878617212176323,-0.00034062634222209454,-0.0019115363247692585
1669498384962271200,0.647271240234375,-0.0006531747058033943,0.0005843262188136578,-0.0003610546700656414
1669498384972203300,0.657203369140625,0.00012579979375004768,0.001315896399319172,-0.00037596840411424637
1669498384982135300,0.66713525390625,0.0003371054772287607,-0.0006727734580636024,-0.000421362929046154
1669498384992067000,0.677067138671875,-0.001896754140034318,0.0005706564988940954,0.0012063607573509216
1669498385001999600,0.68699951171875,-0.0008933516219258308,0.0000727467704564333,0.001390382181853056
1669498385011931600,0.696931640625,0.0006305093411356211,-0.0017565785674378276,-0.0035694888792932034
1669498385021863400,0.706863525390625,0.0006390446797013283,0.0007215801160782576,0.0005084634758532047
1669498385031795500,0.71679541015625,-0.0005668348167091608,-0.002107496140524745,-0.001974667888134718
1669498385041727500,0.7267275390625,0.0014872699975967407,0.0013271970674395561,0.0008803834207355976
1669498385051659500,0.736659423828125,-0.001987356459721923,0.000510405283421278,0.0011805216781795025
1669498385061591600,0.746591552734375,-0.0004936475306749344,0.0008583150338381529,0.0011333799920976162
1669498385071523600,0.756523681640625,-0.0005399866495281458,0.00005190982483327389,0.0002619936130940914
1669498385081456600,0.76645654296875,-0.00013056397438049316,-0.0004200022667646408,0.0013980981893837452
1669498385091387400,0.776387451171875,0.00010592467151582241,0.0000596330501139164,0.00006412062793970108
1669498385101320400,0.786320556640625,0.0008858067449182272,0.00041423551738262177,0.0010342961177229881
1669498385111252500,0.79625244140625,-0.00048652011901140213,-0.0014598309062421322,-0.0009233937598764896
1669498385121184500,0.8061845703125,-0.0007890723645687103,-0.00038548209704458714,-0.0009766388684511185
1669498385131116500,0.816116455078125,0.004283716902136803,-0.0008408825378865004,-0.001110329758375883
1669498385141048600,0.826048583984375,-0.00002501695416867733,0.00037595187313854694,0.0013709268532693386
1669498385150980400,0.83598046875,-0.0010942760854959488,-0.0008006326388567686,-0.00028209760785102844
1669498385160912600,0.84591259765625,-0.0005980476271361113,0.0031568235717713833,0.0005921241827309132
1669498385170844700,0.8558447265625,-0.001168230315670371,-0.0005447037983685732,-0.0027445503510534763
1669498385180776700,0.865776611328125,-0.00030506844632327557,-0.0032554948702454567,0.0005963738076388836
1669498385190708700,0.875708740234375,-0.00025340309366583824,-0.002649093046784401,0.00017479527741670609
1669498385200640800,0.885640869140625,0.0015458576381206512,-0.003915049135684967,-0.0005179261788725853
1669498385210572500,0.895572509765625,0.0012190877459943295,0.0007430857513099909,-0.0006979559548199177
1669498385220504600,0.905504638671875,-0.0016608266159892082,0.00028212182223796844,-0.0012934203259646893
1669498385230436600,0.9154365234375,-0.0005114064551889896,-0.0015301593812182546,0.0004586735740303993
1669498385240368600,0.92536865234375,-0.0008363455999642611,-0.0015708550345152617,-0.001134298276156187
1669498385250300700,0.93530078125,0.0005690043326467276,0.0027722278609871864,0.00005427049472928047
1669498385260232700,0.945232666015625,-0.002403832273557782,-0.0013011146802455187,0.0009256680496037006
1669498385270164500,0.95516455078125,0.0006883642636239529,-0.000052358489483594894,0.0028684441931545734
