5353431898,0.449052,-0.854969,-0.259576,-0.181956,0.658502,0.120312,0.742900,-0.155002,-0.603926,-0.504532,0.617026,0.488132,0,0,0,1
5449068663,0.224216,-0.943501,-0.243993,-0.199359,0.949384,0.154954,0.273237,-0.121801,-0.219992,-0.292907,0.930489,0.463855,0,0,0,1
5557161329,0.086187,-0.984172,-0.154845,-0.206543,0.994252,0.075058,0.076345,-0.099086,-0.063514,-0.160535,0.984984,0.447191,0,0,0,1
5666809996,0.074128,-0.979574,-0.186921,-0.208062,0.991033,0.051464,0.123312,-0.089433,-0.111174,-0.194386,0.974605,0.449777,0,0,0,1
5776556790,0.035251,-0.984069,-0.174257,-0.211009,0.997182,0.023081,0.071381,-0.073043,-0.066222,-0.176282,0.982110,0.448246,0,0,0,1
5884287956,0.010400,-0.978866,-0.204237,-0.213266,0.998006,-0.002555,0.063067,-0.055996,-0.062256,-0.204485,0.976888,0.451256,0,0,0,1
5993524837,-0.018920,-0.976879,-0.212954,-0.213262,0.998300,-0.030203,0.049857,-0.040625,-0.055136,-0.211648,0.975789,0.450350,0,0,0,1
6105017182,-0.038203,-0.976893,-0.210288,-0.208741,0.996470,-0.052985,0.065115,-0.029763,-0.074752,-0.207058,0.975469,0.447438,0,0,0,1
6214970079,-0.060673,-0.983361,-0.171231,-0.202687,0.996504,-0.069544,0.046289,-0.018585,-0.057427,-0.167824,0.984143,0.440218,0,0,0,1
6324041715,-0.092683,-0.985533,-0.141899,-0.198928,0.992954,-0.102053,0.060231,-0.007396,-0.073841,-0.135317,0.988047,0.434153,0,0,0,1
6433051262,-0.136004,-0.983549,-0.118886,-0.196959,0.986446,-0.145560,0.075741,0.002800,-0.091800,-0.106974,0.990015,0.429079,0,0,0,1
6543896874,-0.182364,-0.980179,-0.077417,-0.193345,0.979252,-0.188138,0.075295,0.014858,-0.088368,-0.062080,0.994151,0.423205,0,0,0,1
